id	direct	signal	qAnswered	totalCorrect	percCorrect	dowork	doromantic	doacademic	dodrugs	trustswork	trustsromantic	trustsacademic	trustsdrugs	trustgwork	trustgromantic	trustgacademic	trustgdrugs	likework	likeromantic	likeacademic	likedrugs	compq1work	compq1romantic	compq1academic	compq1drugs	sumdo	sumtrusts	sumtrustg	sumlike	sumtotal	age	gender	edu	income	generaltrust	previousexperience
685	0	1	4	4	1	1	1	1	1	7	7	7	7	7	7	7	7	4	5	4	5	1	1	1	1	7	7	7	4.5	6.375	33	1	4	5	6	3
686	0	1	4	4	1	4	2	2	2	3	6	6	5	4	6	5	5	4	6	5	5	1	1	1	1	5.5	5	5	5	5.125	22	1	4	6	5	2
687	1	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	28	1	5	7	4	1
688	0	1	4	4	1	5	3	2	3	4	5	5	4	5	4	5	4	3	5	5	5	1	1	1	1	4.75	4.5	4.5	4.5	4.5625	31	2	5	6	5	1
689	0	0	4	4	1	5	2	4	4	2	3	4	4	3	3	4	4	3	2	4	4	2	2	2	2	4.25	3.25	3.5	3.25	3.5625	24	2	5	6	6	1
690	0	1	4	4	1	1	1	1	1	6	6	7	7	6	6	6	6	5	6	6	7	1	1	1	1	7	6.5	6	6	6.375	18	1	4	5	5	1
691	0	1	4	4	1	2	4	2	2	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	5.5	4	4	4	4.375	34	1	5	6	4	2
692	0	1	4	4	1	1	1	1	1	7	7	7	7	7	7	7	7	7	7	7	7	1	1	1	1	7	7	7	7	7	26	1	5	4	6	1
693	1	1	4	4	1	4	4	4	4	4	3	4	3	3	3	3	3	4	4	3	4	1	1	1	1	4	3.5	3	3.75	3.5625	25	2	4	7	7	3
694	1	0	4	4	1	4	3	3	2	4	3	5	5	3	4	5	4	4	4	4	4	2	2	2	2	5	4.25	4	4	4.3125	30	2	2	1	5	3
695	1	1	4	4	1	4	5	6	5	4	5	6	5	4	5	6	5	4	5	6	5	1	1	1	1	3	5	5	5	4.5	21	1	4	4	4	3
696	1	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	35	1	2	4	3	2
697	0	0	4	4	1	4	4	4	4	4	5	4	4	4	4	5	4	4	4	4	4	2	2	2	2	4	4.25	4.25	4	4.125	37	1	5	6	5	2
698	1	1	4	4	1	5	4	5	3	4	4	3	5	4	4	3	4	5	4	5	5	1	1	1	1	3.75	4	3.75	4.75	4.0625	23	1	5	7	3	3
699	0	0	4	4	1	4	5	4	3	4	3	4	4	3	3	5	5	4	4	4	4	2	2	2	2	4	3.75	4	4	3.9375	24	1	4	3	4	1
700	1	1	4	2	0.5	5	3	4	5	3	4	3	3	3	5	4	5	4	5	5	4	1	2	2	1	3.75	3.25	4.25	4.5	3.9375	22	2	2	1	4	2
701	1	1	4	4	1	1	2	3	2	6	6	4	5	4	5	4	4	5	7	5	6	1	1	1	1	6	5.25	4.25	5.75	5.3125	33	1	3	1	3	4
702	1	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	27	1	4	6	2	1
703	1	0	4	4	1	3	4	4	5	4	4	3	4	4	4	4	4	3	4	3	3	2	2	2	2	4	3.75	4	3.25	3.75	26	1	4	4	1	1
704	1	0	4	3	0.75	4	4	4	4	4	5	4	4	4	4	5	4	3	4	4	4	2	1	2	2	4	4.25	4.25	3.75	4.0625	49	1	4	2	4	1
705	1	1	4	4	1	3	3	1	1	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	6	5	5	5	5.25	52	1	5	1	5	3
706	1	0	4	4	1	2	2	2	2	4	4	4	4	3	3	3	3	3	3	3	2	2	2	2	2	6	4	3	2.75	3.9375	52	1	5	3	3	3
707	1	0	4	4	1	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4.25	4	4	4	4.0625	40	1	5	5	4	2
708	1	1	4	4	1	4	2	4	4	4	6	4	4	4	6	4	4	4	5	4	4	1	1	1	1	4.5	4.5	4.5	4.25	4.4375	27	1	4	1	4	1
709	1	1	4	4	1	1	2	2	2	7	6	6	6	6	6	6	6	6	6	5	6	1	1	1	1	6.25	6.25	6	5.75	6.0625	28	2	4	3	6	1
710	1	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	2	2	2	2	4	4	4	4.25	4.0625	21	1	4	1	5	1
711	1	0	4	4	1	2	3	2	4	2	3	2	4	2	3	2	4	2	3	2	3	2	2	2	2	5.25	2.75	2.75	2.5	3.3125	29	1	3	4	5	2
712	1	0	4	4	1	5	4	4	5	3	4	4	3	3	4	4	3	3	4	4	3	2	2	2	2	3.5	3.5	3.5	3.5	3.5	32	1	5	5	4	1
713	1	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	34	2	5	6	4	1
714	0	1	4	4	1	4	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	4.75	4	4	4	4.1875	31	1	5	6	4	3
715	0	0	4	4	1	5	4	4	3	4	3	5	3	3	3	5	4	4	3	4	4	2	2	2	2	4	3.75	3.75	3.75	3.8125	22	2	5	6	5	1
716	0	0	4	4	1	4	4	4	5	4	4	4	5	4	4	4	4	4	4	4	4	2	2	2	2	3.75	4.25	4	4	4	25	1	5	2	4	1
717	0	1	4	4	1	4	2	2	1	4	5	5	5	4	6	5	5	4	5	5	4	1	1	1	1	5.75	4.75	5	4.5	5	45	2	5	6	6	1
718	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	36	2	4	10	4	1
719	0	1	4	3	0.75	5	5	4	6	6	5	5	5	5	6	5	5	4	4	5	5	2	1	1	1	3	5.25	5.25	4.5	4.5	23	1	2	3	5	3
720	1	1	4	4	1	7	2	1	1	1	6	5	7	1	5	5	5	1	5	5	4	1	1	1	1	5.25	4.75	4	3.75	4.4375	28	1	2	2	5	1
721	1	1	4	4	1	4	3	4	4	4	4	5	4	5	6	5	4	4	4	4	4	1	1	1	1	4.25	4.25	5	4	4.375	29	2	5	7	6	1
722	0	0	4	4	1	6	6	5	3	5	6	3	7	6	7	6	2	6	4	4	5	2	2	2	2	3	5.25	5.25	4.75	4.5625	26	1	2	4	6	1
723	1	1	4	4	1	2	2	2	2	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	6	4	4	4	4.5	21	1	4	2	4	1
724	1	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	21	1	4	6	5	2
725	1	1	4	4	1	6	2	2	2	4	3	4	4	4	3	5	4	4	4	4	4	1	1	1	1	5	3.75	4	4	4.1875	23	2	4	1	1	1
726	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	21	2	4	5	5	3
727	0	1	4	4	1	2	1	3	1	4	4	7	6	5	6	6	5	3	5	4	5	1	1	1	1	6.25	5.25	5.5	4.25	5.3125	26	1	5	5	4	2
728	0	1	4	4	1	4	2	3	2	4	5	6	6	4	5	5	5	5	5	5	5	1	1	1	1	5.25	5.25	4.75	5	5.0625	29	2	6	7	5	2
729	0	1	4	4	1	6	2	6	6	6	6	6	6	5	6	6	5	5	6	5	5	1	1	1	1	3	6	5.5	5.25	4.9375	54	2	4	5	4	1
730	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	23	2	5	5	3	1
731	0	1	4	4	1	2	2	3	2	6	7	5	6	5	5	6	6	6	5	6	6	1	1	1	1	5.75	6	5.5	5.75	5.75	27	1	4	2	4	1
732	1	0	4	4	1	5	6	5	3	4	4	3	5	3	4	5	4	3	4	3	4	2	2	2	2	3.25	4	4	3.5	3.6875	21	1	4	1	5	3
733	1	1	4	4	1	3	3	3	2	5	4	5	3	4	3	4	4	4	4	3	4	1	1	1	1	5.25	4.25	3.75	3.75	4.25	20	2	4	2	5	1
734	0	0	4	4	1	2	2	2	2	3	3	4	4	4	3	3	4	4	3	3	4	2	2	2	2	6	3.5	3.5	3.5	4.125	32	2	6	8	4	2
735	0	1	4	4	1	2	2	1	1	6	5	5	6	5	5	5	4	4	5	4	4	1	1	1	1	6.5	5.5	4.75	4.25	5.25	27	2	5	5	4	3
736	1	1	4	4	1	1	4	3	1	5	2	3	2	4	3	5	3	4	3	3	3	1	1	1	1	5.75	3	3.75	3.25	3.9375	22	1	5	8	4	3
737	0	1	4	4	1	2	2	2	2	6	5	6	6	6	5	6	5	5	6	6	6	1	1	1	1	6	5.75	5.5	5.75	5.75	43	1	4	4	4	1
738	1	1	4	4	1	2	4	1	1	4	4	6	5	4	4	5	5	4	4	6	5	1	1	1	1	6	4.75	4.5	4.75	5	61	2	4	6	6	1
739	0	1	4	4	1	4	5	1	5	5	3	6	4	4	3	6	3	4	4	4	3	1	1	1	1	4.25	4.5	4	3.75	4.125	28	1	5	7	6	3
740	0	1	4	4	1	2	7	1	2	6	4	6	7	6	1	5	5	4	4	4	5	1	1	1	1	5	5.75	4.25	4.25	4.8125	20	1	2	1	5	1
741	0	0	4	4	1	5	3	3	2	5	5	4	4	3	3	5	3	3	4	2	4	2	2	2	2	4.75	4.5	3.5	3.25	4	23	2	5	4	4	3
742	0	1	4	4	1	3	3	3	3	4	5	4	4	4	5	4	4	4	5	4	4	1	1	1	1	5	4.25	4.25	4.25	4.4375	28	1	5	7	4	2
743	1	1	4	4	1	1	1	1	1	5	6	4	5	5	6	4	5	4	6	6	4	1	1	1	1	7	5	5	5	5.5	21	2	4	5	5	2
744	0	1	4	4	1	3	2	2	2	5	6	6	6	5	6	6	6	5	5	5	5	1	1	1	1	5.75	5.75	5.75	5	5.5625	23	2	5	6	6	4
745	0	0	4	4	1	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	2	2	2	2	4	3.75	4	4	3.9375	20	1	3	6	4	1
746	0	1	4	4	1	2	1	1	3	5	5	5	5	5	6	5	4	5	5	5	5	1	1	1	1	6.25	5	5	5	5.3125	31	2	4	8	7	2
747	1	0	4	4	1	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	2	2	2	2	4	4	3.75	4	3.9375	37	2	5	3	4	1
748	1	1	4	4	1	3	3	4	2	5	6	4	5	5	5	4	5	5	6	5	5	1	1	1	1	5	5	4.75	5.25	5	32	1	2	4	5	1
749	1	0	4	4	1	5	4	5	4	4	4	3	4	5	5	5	5	4	4	4	3	2	2	2	2	3.5	3.75	5	3.75	4	32	1	5	8	5	1
750	0	0	4	4	1	2	3	3	2	4	4	4	5	4	4	4	4	4	4	4	5	2	2	2	2	5.5	4.25	4	4.25	4.5	56	2	5	9	5	3
751	1	1	4	4	1	5	3	5	5	5	6	5	5	4	5	5	5	4	6	5	5	1	1	1	1	3.5	5.25	4.75	5	4.625	23	1	5	10	4	1
752	1	0	4	4	1	3	4	4	4	6	6	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4.25	5	4	4	4.3125	28	2	4	3	5	1
753	0	1	4	4	1	4	1	1	4	1	1	1	1	1	1	1	1	3	1	3	3	1	1	1	1	5.5	1	1	2.5	2.5	24	2	4	8	1	1
754	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	27	1	2	4	3	1
755	0	1	4	4	1	1	1	1	2	6	6	6	6	6	6	6	6	7	6	6	6	1	1	1	1	6.75	6	6	6.25	6.25	24	2	5	7	5	1
756	1	0	4	4	1	3	3	4	4	2	2	5	4	5	4	3	3	4	3	4	4	2	2	2	2	4.5	3.25	3.75	3.75	3.8125	27	1	5	2	4	1
757	0	1	4	4	1	3	5	3	3	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	4.5	4	4	4	4.125	45	2	6	10	4	1
758	0	0	4	4	1	3	4	3	3	4	5	5	5	5	5	5	5	4	4	4	4	2	2	2	2	4.75	4.75	5	4	4.625	53	1	4	4	5	1
759	1	1	4	4	1	1	4	4	2	7	4	4	6	4	4	4	4	4	4	4	4	1	1	1	1	5.25	5.25	4	4	4.625	23	2	5	6	4	1
760	1	0	4	4	1	2	2	1	3	2	2	1	2	2	2	2	4	2	1	2	3	2	2	2	2	6	1.75	2.5	2	3.0625	23	2	2	1	6	1
761	0	1	4	4	1	3	3	3	3	5	2	4	4	5	5	5	4	5	5	4	4	1	1	1	1	5	3.75	4.75	4.5	4.5	8	2	6	4	6	2
762	1	1	4	4	1	4	4	4	5	5	5	5	6	5	5	5	6	5	5	6	6	1	1	1	1	3.75	5.25	5.25	5.5	4.9375	25	2	5	6	4	2
763	0	1	4	4	1	2	2	2	2	5	6	5	6	5	6	5	5	5	7	5	5	1	1	1	1	6	5.5	5.25	5.5	5.5625	26	1	6	4	6	1
764	0	0	4	4	1	1	4	4	4	6	4	4	4	6	4	4	4	6	4	4	4	2	2	2	2	4.75	4.5	4.5	4.5	4.5625	24	2	4	2	4	1
765	0	1	4	4	1	2	6	2	4	7	3	5	6	5	4	5	6	3	5	4	5	1	1	1	1	4.5	5.25	5	4.25	4.75	34	2	5	8	7	1
766	1	0	4	4	1	2	2	1	1	5	4	5	4	4	5	4	4	4	5	4	4	2	2	2	2	6.5	4.5	4.25	4.25	4.875	23	1	4	2	1	1
767	1	1	4	4	1	5	4	5	4	3	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	3.5	3.75	4	4	3.8125	33	2	5	5	5	2
768	0	1	4	4	1	1	1	1	1	5	7	5	7	6	6	5	5	5	6	4	4	1	1	1	1	7	6	5.5	4.75	5.8125	25	2	5	3	5	3
769	0	0	4	4	1	5	4	6	5	2	3	2	2	3	3	2	2	2	4	3	2	2	2	2	2	3	2.25	2.5	2.75	2.625	30	1	2	5	2	1
770	0	1	4	4	1	3	4	4	4	5	4	4	4	5	4	4	4	4	4	4	4	1	1	1	1	4.25	4.25	4.25	4	4.1875	29	2	5	4	4	1
771	1	0	4	4	1	4	3	5	3	4	3	3	4	4	4	3	3	3	4	3	4	2	2	2	2	4.25	3.5	3.5	3.5	3.6875	34	1	6	7	3	1
772	1	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	31	2	3	6	4	1
773	1	1	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	4	4	4	4	4	23	1	5	2	4	4
774	1	1	4	4	1	3	3	2	2	5	5	5	5	5	5	5	5	5	5	4	5	1	1	1	1	5.5	5	5	4.75	5.0625	35	1	5	6	5	1
775	1	1	4	4	1	2	2	5	2	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	5.25	5	5	5	5.0625	22	2	5	1	3	2
776	1	0	4	4	1	3	4	2	2	3	4	7	5	4	4	6	6	3	5	5	4	2	2	2	2	5.25	4.75	5	4.25	4.8125	28	1	2	6	5	1
777	1	0	4	4	1	4	4	4	4	4	4	4	5	4	4	4	5	4	4	4	5	2	2	2	2	4	4.25	4.25	4.25	4.1875	20	1	4	1	6	1
778	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	42	1	4	6	3	2
779	1	0	4	4	1	2	2	5	5	5	4	4	4	4	5	4	4	5	4	5	4	2	2	2	2	4.5	4.25	4.25	4.5	4.375	25	2	5	1	5	1
780	0	1	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	4	4	4	4	4	59	2	6	3	4	3
781	0	0	4	4	1	4	4	4	3	4	4	4	5	4	3	4	4	3	3	3	4	2	2	2	2	4.25	4.25	3.75	3.25	3.875	29	2	6	4	3	3
782	0	1	4	4	1	2	2	2	3	6	6	5	6	5	5	6	5	5	5	5	5	1	1	1	1	5.75	5.75	5.25	5	5.4375	21	1	3	1	5	2
783	1	0	4	4	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	6.25	1	1	1	2.3125	25	2	5	1	7	1
784	1	0	4	4	1	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4.25	4	4	4	4.0625	26	1	5	4	3	1
785	1	1	4	4	1	2	2	1	4	6	6	7	4	6	6	6	4	6	6	7	6	1	1	1	1	5.75	5.75	5.5	6.25	5.8125	33	2	5	7	6	1
786	0	0	4	4	1	2	5	3	5	5	5	6	5	5	5	5	5	5	5	5	5	2	2	2	2	4.25	5.25	5	5	4.875	28	1	5	3	5	3
787	0	1	4	4	1	1	1	1	1	6	7	4	2	6	6	5	4	6	6	5	4	1	1	1	1	7	4.75	5.25	5.25	5.5625	35	2	4	4	3	1
788	1	1	4	4	1	7	2	4	3	1	5	5	6	2	4	5	5	4	5	6	6	1	1	1	1	4	4.25	4	5.25	4.375	31	2	4	4	3	1
789	1	1	4	4	1	4	2	5	4	5	5	3	3	3	5	3	4	3	5	1	3	1	1	1	1	4.25	4	3.75	3	3.75	29	2	5	6	4	2
790	1	0	4	4	1	3	2	3	3	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	5.25	4	4	4	4.3125	37	1	5	6	3	2
791	0	1	4	4	1	3	4	3	3	5	5	4	4	4	5	4	4	4	5	4	4	1	1	1	1	4.75	4.5	4.25	4.25	4.4375	31	2	5	8	5	2
792	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	28	2	5	4	5	1
793	1	1	4	4	1	1	1	1	1	7	7	7	7	7	7	7	7	7	7	7	7	1	1	1	1	7	7	7	7	7	27	1	4	1	1	
794	0	0	4	4	1	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4.25	4	4	4	4.0625	68	2	2	4	3	1
795	0	1	4	4	1	4	4	5	2	3	4	2	2	3	4	2	2	3	6	2	3	1	1	1	1	4.25	2.75	2.75	3.5	3.3125	25	1	5	2	4	1
796	0	0	4	4	1	4	4	4	4	4	4	5	5	4	5	4	4	4	5	4	5	2	2	2	2	4	4.5	4.25	4.5	4.3125	34	2	2	6	3	2
797	0	0	4	4	1	2	3	5	3	5	5	3	6	5	5	3	5	4	4	4	4	2	2	2	2	4.75	4.75	4.5	4	4.5	30	1	5	4	4	1
798	0	1	4	4	1	4	3	3	4	5	5	5	3	4	5	5	3	5	5	5	5	1	1	1	1	4.5	4.5	4.25	5	4.5625	32	1	4	6	5	2
799	1	1	4	4	1	2	2	3	3	5	5	4	4	4	5	4	4	4	5	4	4	1	1	1	1	5.5	4.5	4.25	4.25	4.625	34	1	4	5	4	1
800	1	0	4	4	1	4	1	4	2	1	1	5	5	3	1	5	5	1	1	2	4	2	2	2	2	5.25	3	3.5	2	3.4375	21	2	2	6	4	1
801	0	1	4	4	1	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	4.25	4	4	4	4.0625	53	2	5	4	4	3
802	0	1	4	4	1	3	2	3	1	4	5	5	6	3	5	5	5	4	5	5	5	1	1	1	1	5.75	5	4.5	4.75	5	22	1	5	2	6	3
803	1	0	4	4	1	3	3	3	4	5	5	5	5	5	5	5	5	4	4	4	4	2	2	2	2	4.75	5	5	4	4.6875	23	1	5	1	6	2
804	0	1	4	4	1	2	2	3	3	5	5	4	5	5	4	4	5	4	4	3	4	1	1	1	1	5.5	4.75	4.5	3.75	4.625	23	1	5	2	6	1
805	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	26	2	4	3	5	1
806	0	1	4	4	1	5	6	6	5	3	2	3	4	3	4	3	3	3	3	3	3	1	1	1	1	2.5	3	3.25	3	2.9375	24	2	4	4	2	2
807	1	1	4	4	1	3	3	3	2	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	5.25	5	5	5	5.0625	22	1	4	3	5	1
808	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	23	2	5	4	3	2
809	0	0	4	4	1	1	1	1	1	7	3	7	7	7	2	7	7	7	3	7	7	2	2	2	2	7	6	5.75	6	6.1875	52	2	2	3	5	1
810	1	1	4	4	1	2	3	2	2	5	4	5	4	5	4	5	5	5	5	5	5	1	1	1	1	5.75	4.5	4.75	5	5	27	1	4	2	3	2
